http://data.ehri-project.eu/ghettos/1395,deu,Ghetto Schabinka
http://data.ehri-project.eu/ghettos/1395,heb,גטו ז'אבינקה
http://data.ehri-project.eu/ghettos/1395,ces,Ghetto Žabinka
http://data.ehri-project.eu/ghettos/1286,eng,Novozlatopol’ Ghetto
http://data.ehri-project.eu/ghettos/1286,ron,Ghetoul Novozlatopil
http://data.ehri-project.eu/ghettos/1286,deu,Ghetto Nowoslatopil
http://data.ehri-project.eu/ghettos/1286,ukr,Новозлатопіль (Гетто)
http://data.ehri-project.eu/ghettos/1286,rus,Новозлатополь (Гетто)
http://data.ehri-project.eu/ghettos/1194,heb,גטו הלשאני
http://data.ehri-project.eu/ghettos/1194,eng,Holszany Ghetto
http://data.ehri-project.eu/ghettos/1194,fra,Ghetto de Halshani
http://data.ehri-project.eu/ghettos/1194,rus,Гольшаны (Гетто)
http://data.ehri-project.eu/ghettos/1194,nld,Ghetto van Halshany
http://data.ehri-project.eu/ghettos/1194,pol,Holszany (Getto)
http://data.ehri-project.eu/ghettos/1194,deu,Ghetto Halschany
http://data.ehri-project.eu/ghettos/1152,deu,Ghetto Buky
http://data.ehri-project.eu/ghettos/1152,eng,Buki Ghetto
http://data.ehri-project.eu/ghettos/1152,ita,Ghetto di Buky
http://data.ehri-project.eu/ghettos/1152,ukr,Буки (Гетто)
http://data.ehri-project.eu/ghettos/1152,rus,Буки (Гетто)
http://data.ehri-project.eu/ghettos/1152,ron,Ghetoul Bukî
http://data.ehri-project.eu/ghettos/1177,pol,Jelizowo (Getto)
http://data.ehri-project.eu/ghettos/1177,rus,Елизово (Гетто)
http://data.ehri-project.eu/ghettos/1177,srp,Јализава (Гето)
http://data.ehri-project.eu/ghettos/1177,nld,Ghetto van Jalizava
http://data.ehri-project.eu/ghettos/1177,ukr,Єлізово (Гетто)
http://data.ehri-project.eu/ghettos/1177,eng,Elizovo Ghetto
http://data.ehri-project.eu/ghettos/1153,nld,Ghetto van Bychawa
http://data.ehri-project.eu/ghettos/1153,fra,Ghetto de Bychawa
http://data.ehri-project.eu/ghettos/1153,rus,Быхава (Гетто)
http://data.ehri-project.eu/ghettos/1153,ukr,Бихава (Гетто)
http://data.ehri-project.eu/ghettos/1153,ron,Ghetoul Bychawa
http://data.ehri-project.eu/ghettos/1153,srp,Бихава (Гето)
http://data.ehri-project.eu/ghettos/1153,heb,גטו ביחאווה
http://data.ehri-project.eu/ghettos/1153,deu,Ghetto Bychawa
http://data.ehri-project.eu/ghettos/1153,ces,Ghetto Bychawa
http://data.ehri-project.eu/ghettos/1153,pol,Bychawa (Getto)
http://data.ehri-project.eu/ghettos/1153,eng,Bychawa Ghetto
http://data.ehri-project.eu/ghettos/1371,eng,Urzedów Ghetto
http://data.ehri-project.eu/ghettos/1371,heb,גטו אוז'נדוב
http://data.ehri-project.eu/ghettos/1371,ukr,Ужендув (Гетто)
http://data.ehri-project.eu/ghettos/1371,deu,Ghetto Urzędów
http://data.ehri-project.eu/ghettos/1371,pol,Urzędów (Getto)
http://data.ehri-project.eu/ghettos/1371,nld,Ghetto van Urzędów
http://data.ehri-project.eu/ghettos/1371,rus,Ужендув (Гетто)
http://data.ehri-project.eu/ghettos/1371,fra,Ghetto de Urzędów
http://data.ehri-project.eu/ghettos/1175,eng,Dziewieniszki Ghetto
http://data.ehri-project.eu/ghettos/1175,deu,Ghetto Dieveniškės
http://data.ehri-project.eu/ghettos/1175,pol,Dziewieniszki (Getto)
http://data.ehri-project.eu/ghettos/1175,rus,Девянишкес (Гетто)
http://data.ehri-project.eu/ghettos/1175,heb,גטו דייוונישקיס
http://data.ehri-project.eu/ghettos/1175,nld,Ghetto van Dieveniškės
http://data.ehri-project.eu/ghettos/1151,pol,Bukaczowce (Getto)
http://data.ehri-project.eu/ghettos/1151,ron,Ghetoul Bukacivți
http://data.ehri-project.eu/ghettos/1151,ukr,Букачівці (Гетто)
http://data.ehri-project.eu/ghettos/1151,deu,Ghetto Bukatschiwzi
http://data.ehri-project.eu/ghettos/1151,eng,Bukaczowce Ghetto
http://data.ehri-project.eu/ghettos/1151,rus,Букачевцы (Гетто)
http://data.ehri-project.eu/ghettos/1151,fra,Ghetto de Bukachivtsi
http://data.ehri-project.eu/ghettos/1151,heb,גטו בוקאצ'יבצי
http://data.ehri-project.eu/ghettos/1280,ron,Ghetoul Nalcik
http://data.ehri-project.eu/ghettos/1280,bul,Налчик (Гето)
http://data.ehri-project.eu/ghettos/1280,rus,Нальчик (Гетто)
http://data.ehri-project.eu/ghettos/1280,eng,Nal’chik Ghetto
http://data.ehri-project.eu/ghettos/1280,ita,Ghetto di Nal'čik
http://data.ehri-project.eu/ghettos/1280,fra,Ghetto de Naltchik
http://data.ehri-project.eu/ghettos/1280,hun,Nalcsik (Gettó)
http://data.ehri-project.eu/ghettos/1280,heb,גטו נלצ'יק
http://data.ehri-project.eu/ghettos/1280,ukr,Нальчик (Гетто)
http://data.ehri-project.eu/ghettos/1280,ces,Ghetto Nalčik
http://data.ehri-project.eu/ghettos/1280,hrv,Naljčik (Geto)
http://data.ehri-project.eu/ghettos/1280,deu,Ghetto Naltschik
http://data.ehri-project.eu/ghettos/1280,nld,Ghetto van Naltsjik
http://data.ehri-project.eu/ghettos/1280,srp,Наљчик (Гето)
http://data.ehri-project.eu/ghettos/1280,sh,Naljčik (Geto)
http://data.ehri-project.eu/ghettos/1280,pol,Nalczyk (Getto)
http://data.ehri-project.eu/ghettos/1176,heb,גטו אליסטה
http://data.ehri-project.eu/ghettos/1176,rus,Элиста (Гетто)
http://data.ehri-project.eu/ghettos/1176,fra,Ghetto de Elista
http://data.ehri-project.eu/ghettos/1176,nld,Ghetto van Elista
http://data.ehri-project.eu/ghettos/1176,eng,Elista Ghetto
http://data.ehri-project.eu/ghettos/1176,hrv,Elista (Geto)
http://data.ehri-project.eu/ghettos/1176,ces,Ghetto Elista
http://data.ehri-project.eu/ghettos/1176,deu,Ghetto Elista
